,interest,sp_index,unemp_rate,gdp,inflation,rent_index
1985-06-02,7.53,188.21,7.4,,107.5,111.4
1985-06-09,,190.052,,,,
1985-06-16,,187.71800000000002,,,,
1985-06-23,,187.368,,,,
1985-06-30,,190.406,,,,
1985-07-07,7.88,192.1025,7.4,4386.773,107.7,111.9
1985-07-14,,192.316,,,,
1985-07-21,,194.52,,,,
1985-07-28,,192.58800000000002,,,,
1985-08-04,7.9,190.808,7.1,,107.9,112.6
1985-08-11,,188.7,,,,
1985-08-18,,187.14000000000001,,,,
1985-08-25,,187.63,,,,
1985-09-01,7.92,188.35999999999999,7.1,,108.1,113.1
1985-09-08,,187.6975,,,,
1985-09-15,,185.356,,,,
1985-09-22,,182.278,,,,
1985-09-29,,182.2175,,,,
1985-10-06,7.99,183.75799999999998,7.1,4444.094,108.5,114.0
1985-10-13,,182.66400000000002,,,,
1985-10-20,,187.026,,,,
1985-10-27,,188.022,,,,
1985-11-03,8.05,189.682,7.0,,109.0,114.8
1985-11-10,,192.544,,,,
1985-11-17,,197.926,,,,
1985-11-24,,199.85999999999999,,,,
1985-12-01,8.27,201.4325,7.0,,109.5,115.1
1985-12-08,,202.484,,,,
1985-12-15,,206.32399999999998,,,,
1985-12-22,,210.68800000000002,,,,
1985-12-29,,208.2425,,,,
1986-01-05,8.14,210.60750000000002,6.7,4507.894,109.9,115.5
1986-01-12,,208.898,,,,
1986-01-19,,207.844,,,,
1986-01-26,,205.498,,,,
1986-02-02,7.86,209.71999999999997,7.2,,109.7,115.6
1986-02-09,,213.548,,,,
1986-02-16,,217.058,,,,
1986-02-23,,222.2625,,,,
1986-03-02,7.48,225.17199999999997,7.2,,109.1,116.2
1986-03-09,,224.968,,,,
1986-03-16,,232.10399999999998,,,,
1986-03-23,,235.186,,,,
1986-03-30,,236.58,,,,
1986-04-06,6.99,234.18200000000002,7.1,4545.34,108.7,117.4
1986-04-13,,233.66199999999998,,,,
1986-04-20,,240.52799999999996,,,,
1986-04-27,,242.644,,,,
1986-05-04,6.85,237.81199999999998,7.2,,109.0,117.6
1986-05-11,,237.206,,,,
1986-05-18,,235.744,,,,
1986-05-25,,237.246,,,,
1986-06-01,6.92,246.6775,7.2,,109.4,118.0
1986-06-08,,245.16199999999998,,,,
1986-06-15,,241.57800000000003,,,,
1986-06-22,,245.498,,,,
1986-06-29,,247.91199999999998,,,,
1986-07-06,6.56,251.8425,7.0,4607.669,109.5,118.8
1986-07-13,,242.738,,,,
1986-07-20,,235.842,,,,
1986-07-27,,238.252,,,,
1986-08-03,6.17,235.63600000000002,6.9,,109.6,119.0
1986-08-10,,236.756,,,,
1986-08-17,,244.618,,,,
1986-08-24,,248.704,,,,
1986-08-31,,251.94400000000002,,,,
1986-09-07,5.89,250.72500000000002,7.0,,110.0,119.6
1986-09-14,,241.744,,,,
1986-09-21,,231.97200000000004,,,,
1986-09-28,,234.18800000000002,,,,
1986-10-05,5.85,232.49200000000002,7.0,4657.627,110.2,120.2
1986-10-12,,235.44,,,,
1986-10-19,,237.69,,,,
1986-10-26,,237.13000000000002,,,,
1986-11-02,6.04,241.33200000000002,6.9,,110.4,120.6
1986-11-09,,246.044,,,,
1986-11-16,,245.474,,,,
1986-11-23,,241.112,,,,
1986-11-30,,248.4025,,,,
1986-12-07,6.91,252.22199999999998,6.6,,110.8,120.8
1986-12-14,,249.38400000000001,,,,
1986-12-21,,248.464,,,,
1986-12-28,,247.19,,,,
1987-01-04,6.43,244.165,6.6,4722.156,111.4,121.3
1987-01-11,,255.26400000000004,,,,
1987-01-18,,262.93199999999996,,,,
1987-01-25,,270.046,,,,
1987-02-01,6.1,273.416,6.6,,111.8,121.7
1987-02-08,,278.656,,,,
1987-02-15,,277.218,,,,
1987-02-22,,285.49,,,,
1987-03-01,6.13,283.284,6.6,,112.2,121.8
1987-03-08,,287.384,,,,
1987-03-15,,290.116,,,,
1987-03-22,,293.146,,,,
1987-03-29,,300.048,,,,
1987-04-05,6.37,293.466,6.3,4806.16,112.7,122.0
1987-04-12,,296.25,,,,
1987-04-19,,284.0325,,,,
1987-04-26,,286.938,,,,
1987-05-03,6.85,285.06,6.3,,113.0,122.3
1987-05-10,,293.54200000000003,,,,
1987-05-17,,292.104,,,,
1987-05-24,,281.36199999999997,,,,
1987-05-31,,289.675,,,,
1987-06-07,6.73,292.06,6.2,,113.5,122.3
1987-06-14,,298.36400000000003,,,,
1987-06-21,,305.07399999999996,,,,
1987-06-28,,308.212,,,,
1987-07-05,6.58,305.1175,6.1,4884.555,113.8,123.0
1987-07-12,,307.3,,,,
1987-07-19,,311.204,,,,
1987-07-26,,309.098,,,,
1987-08-02,6.73,315.068,6.0,,114.3,123.8
1987-08-09,,319.46799999999996,,,,
1987-08-16,,332.472,,,,
1987-08-23,,332.78599999999994,,,,
1987-08-30,,332.618,,,,
1987-09-06,7.22,322.358,5.9,,114.7,124.4
1987-09-13,,316.64750000000004,,,,
1987-09-20,,317.094,,,,
1987-09-27,,318.22200000000004,,,,
1987-10-04,7.29,324.424,6.0,5007.994,115.0,124.8
1987-10-11,,318.21400000000006,,,,
1987-10-18,,301.98400000000004,,,,
1987-10-25,,243.304,,,,
1987-11-01,6.69,238.14000000000001,5.8,,115.4,124.8
1987-11-08,,252.084,,,,
1987-11-15,,243.64600000000002,,,,
1987-11-22,,243.48000000000002,,,,
1987-11-29,,243.45499999999998,,,,
1987-12-06,6.77,228.97600000000003,5.7,,115.6,125.6
1987-12-13,,234.29000000000002,,,,
1987-12-20,,245.042,,,,
1987-12-27,,251.1675,,,,
1988-01-03,6.83,246.275,5.7,5073.372,116.0,126.0
1988-01-10,,255.586,,,,
1988-01-17,,247.33,,,,
1988-01-24,,246.69400000000002,,,,
1988-01-31,,252.296,,,,
1988-02-07,6.58,253.198,5.7,,116.2,126.3
1988-02-14,,254.212,,,,
1988-02-21,,259.64,,,,
1988-02-28,,263.82599999999996,,,,
1988-03-06,6.58,267.64,5.7,,116.5,126.4
1988-03-13,,266.93,,,,
1988-03-20,,268.698,,,,
1988-03-27,,265.66999999999996,,,,
1988-04-03,6.87,258.7725,5.4,5190.036,117.2,126.6
1988-04-10,,263.136,,,,
1988-04-17,,266.52,,,,
1988-04-24,,257.964,,,,
1988-05-01,7.09,262.826,5.6,,117.5,126.9
1988-05-08,,260.23,,,,
1988-05-15,,255.61999999999998,,,,
1988-05-22,,254.208,,,,
1988-05-29,,253.23000000000002,,,,
1988-06-05,7.51,265.1575,5.4,,118.0,127.3
1988-06-12,,269.04,,,,
1988-06-19,,272.12600000000003,,,,
1988-06-26,,272.974,,,,
1988-07-03,7.75,271.526,5.4,5282.835,118.5,127.8
1988-07-10,,272.40749999999997,,,,
1988-07-17,,270.006,,,,
1988-07-24,,267.82800000000003,,,,
1988-07-31,,266.082,,,,
1988-08-07,8.01,272.066,5.6,,119.0,128.4
1988-08-14,,264.73400000000004,,,,
1988-08-21,,260.258,,,,
1988-08-28,,258.812,,,,
1988-09-04,8.19,261.838,5.4,,119.5,129.1
1988-09-11,,266.04499999999996,,,,
1988-09-18,,268.398,,,,
1988-09-25,,269.53000000000003,,,,
1988-10-02,8.3,270.144,5.4,5399.509,119.9,129.4
1988-10-09,,272.864,,,,
1988-10-16,,276.17400000000004,,,,
1988-10-23,,279.86,,,,
1988-10-30,,280.37,,,,
1988-11-06,8.35,278.52,5.3,,120.3,129.8
1988-11-13,,272.804,,,,
1988-11-20,,266.19,,,,
1988-11-27,,267.415,,,,
1988-12-04,8.76,271.51,5.3,,120.7,130.1
1988-12-11,,276.85,,,,
1988-12-18,,275.742,,,,
1988-12-25,,277.7,,,,
1989-01-01,9.12,277.7575,5.4,5511.253,121.2,130.5
1989-01-08,,278.855,,,,
1989-01-15,,282.082,,,,
1989-01-22,,285.55,,,,
1989-01-29,,289.52799999999996,,,,
1989-02-05,9.36,296.672,5.2,,121.6,130.9
1989-02-12,,296.48,,,,
1989-02-19,,294.03200000000004,,,,
1989-02-26,,291.51750000000004,,,,
1989-03-05,9.85,288.98400000000004,5.0,,122.2,131.1
1989-03-12,,293.914,,,,
1989-03-19,,295.852,,,,
1989-03-26,,290.18,,,,
1989-04-02,9.84,292.38,5.2,5612.463,123.1,131.4
1989-04-09,,296.07800000000003,,,,
1989-04-16,,298.46999999999997,,,,
1989-04-23,,306.13800000000003,,,,
1989-04-30,,308.318,,,,
1989-05-07,9.81,308.156,5.2,,123.7,131.7
1989-05-14,,307.556,,,,
1989-05-21,,317.62600000000003,,,,
1989-05-28,,320.04,,,,
1989-06-04,9.53,321.765,5.3,,124.1,132.3
1989-06-11,,325.332,,,,
1989-06-18,,322.982,,,,
1989-06-25,,322.788,,,,
1989-07-02,9.24,323.702,5.2,5695.365,124.5,133.0
1989-07-09,,321.5825,,,,
1989-07-16,,329.48999999999995,,,,
1989-07-23,,333.786,,,,
1989-07-30,,337.948,,,,
1989-08-06,8.99,344.566,5.2,,124.5,133.5
1989-08-13,,347.738,,,,
1989-08-20,,344.782,,,,
1989-08-27,,345.71999999999997,,,,
1989-09-03,9.02,351.552,5.3,,124.8,133.9
1989-09-10,,349.7275,,,,
1989-09-17,,346.008,,,,
1989-09-24,,346.5,,,,
1989-10-01,8.84,346.28200000000004,5.3,5747.237,125.4,134.7
1989-10-08,,355.654,,,,
1989-10-15,,352.992,,,,
1989-10-22,,344.012,,,,
1989-10-29,,340.804,,,,
1989-11-05,8.55,338.546,5.4,,125.9,135.2
1989-11-12,,336.248,,,,
1989-11-19,,340.054,,,,
1989-11-26,,341.20500000000004,,,,
1989-12-03,8.45,346.32,5.4,,126.3,135.5
1989-12-10,,349.164,,,,
1989-12-17,,350.822,,,,
1989-12-24,,344.238,,,,
1989-12-31,,349.9225,,,,
1990-01-07,8.23,356.58,5.4,5872.701,127.5,135.8
1990-01-14,,347.836,,,,
1990-01-21,,338.498,,,,
1990-01-28,,328.826,,,,
1990-02-04,8.24,327.394,5.3,,128.0,136.0
1990-02-11,,332.36800000000005,,,,
1990-02-18,,332.144,,,,
1990-02-25,,326.3775,,,,
1990-03-04,8.28,331.82,5.2,,128.6,136.5
1990-03-11,,337.364,,,,
1990-03-18,,338.304,,,,
1990-03-25,,339.55,,,,
1990-04-01,8.26,340.372,5.4,5960.028,128.9,137.0
1990-04-08,,340.848,,,,
1990-04-15,,342.425,,,,
1990-04-22,,340.66999999999996,,,,
1990-04-29,,331.094,,,,
1990-05-06,8.18,334.298,5.4,,129.1,137.3
1990-05-13,,344.244,,,,
